row_id,subject,upperbody_label,split_group
125,1,TLF,global_train
126,1,TLF,global_train
127,1,TLF,global_train
128,1,TLF,global_train
129,1,TLF,global_train
130,1,TLF,global_train
131,1,TLF,global_train
132,1,TLF,global_train
133,1,TLF,global_train
134,1,TLF,global_train
135,1,TLF,global_train
136,1,TLF,global_train
137,1,TLF,global_train
138,1,TLF,global_train
139,1,TLF,global_train
140,1,TLF,global_train
141,1,TLF,global_train
142,1,TLF,global_train
143,1,TLF,global_train
144,1,TLF,global_train
145,1,TLF,global_train
146,1,TLF,global_train
147,1,TLF,global_train
148,1,TLF,global_train
149,1,TLF,global_train
150,1,TLF,global_train
151,1,TLF,global_train
152,1,TLF,global_train
153,1,TLF,global_train
154,1,TLF,global_train
155,1,TLF,global_train
156,1,TLF,global_train
157,1,TLF,global_train
158,1,TLF,global_train
159,1,TLF,global_train
160,1,TLF,global_train
161,1,TLF,global_train
162,1,TLF,global_train
163,1,TLF,global_train
164,1,TLF,global_train
165,1,TLF,global_train
166,1,TLF,global_train
167,1,TLF,global_train
168,1,TLF,global_train
169,1,TLF,global_train
170,1,TLF,global_train
171,1,TLF,global_train
172,1,TLF,global_train
173,1,TLF,global_train
174,1,TLF,global_train
175,1,TLF,global_train
176,1,TLF,global_train
177,1,TLF,global_train
178,1,TLF,global_train
179,1,TLF,global_train
180,1,TLF,global_train
181,1,TLF,global_train
182,1,TLF,global_train
183,1,TLF,global_train
184,1,TLF,global_train
185,1,TLF,global_train
186,1,TLF,global_train
187,1,TLF,global_train
188,1,TLF,global_train
189,1,TLF,global_train
190,1,TLF,global_train
191,1,TLF,global_train
192,1,TLF,global_train
193,1,TLF,global_train
194,1,TLF,global_train
195,1,TLF,global_train
196,1,TLF,global_train
197,1,TLF,global_train
198,1,TLF,global_train
199,1,TLF,global_train
200,1,TLF,global_train
201,1,TLF,global_train
202,1,TLF,global_train
203,1,TLF,global_train
204,1,TLF,global_train
205,1,TLF,global_train
206,1,TLF,global_train
207,1,TLF,global_train
208,1,TLF,global_train
209,1,TLF,global_train
210,1,TLF,global_train
211,1,TLF,global_train
212,1,TLF,global_train
213,1,TLF,global_train
214,1,TLF,global_train
215,1,TLF,global_train
216,1,TLF,global_train
217,1,TLL,global_train
218,1,TLL,global_train
219,1,TLL,global_train
220,1,TLL,global_train
221,1,TLL,global_train
222,1,TLL,global_train
223,1,TLL,global_train
224,1,TLL,global_train
225,1,TLL,global_train
226,1,TLL,global_train
227,1,TLL,global_train
228,1,TLL,global_train
229,1,TLL,global_train
230,1,TLL,global_train
231,1,TLL,global_train
232,1,TLL,global_train
233,1,TLL,global_train
234,1,TLL,global_train
235,1,TLL,global_train
236,1,TLL,global_train
237,1,TLL,global_train
238,1,TLL,global_train
239,1,TLL,global_train
240,1,TLL,global_train
241,1,TLL,global_train
242,1,TLL,global_train
243,1,TLL,global_train
244,1,TLL,global_train
245,1,TLL,global_train
246,1,TLL,global_train
247,1,TLL,global_train
248,1,TLL,global_train
249,1,TLL,global_train
250,1,TLL,global_train
251,1,TLL,global_train
252,1,TLL,global_train
253,1,TLL,global_train
254,1,TLL,global_train
255,1,TLL,global_train
256,1,TLL,global_train
257,1,TLL,global_train
258,1,TLL,global_train
259,1,TLL,global_train
260,1,TLL,global_train
261,1,TLL,global_train
262,1,TLL,global_train
263,1,TLL,global_train
264,1,TLL,global_train
265,1,TLL,global_train
266,1,TLL,global_train
267,1,TLL,global_train
268,1,TLL,global_train
269,1,TLL,global_train
270,1,TLL,global_train
271,1,TLL,global_train
272,1,TLL,global_train
273,1,TLL,global_train
274,1,TLL,global_train
275,1,TLL,global_train
276,1,TLL,global_train
277,1,TLR,global_train
278,1,TLR,global_train
279,1,TLR,global_train
280,1,TLR,global_train
281,1,TLR,global_train
282,1,TLR,global_train
283,1,TLR,global_train
284,1,TLR,global_train
285,1,TLR,global_train
286,1,TLR,global_train
287,1,TLR,global_train
288,1,TLR,global_train
289,1,TLR,global_train
290,1,TLR,global_train
291,1,TLR,global_train
292,1,TLR,global_train
293,1,TLR,global_train
294,1,TLR,global_train
295,1,TLR,global_train
296,1,TLR,global_train
297,1,TLR,global_train
298,1,TLR,global_train
299,1,TLR,global_train
300,1,TLR,global_train
301,1,TLR,global_train
302,1,TLR,global_train
303,1,TLR,global_train
304,1,TLR,global_train
305,1,TLR,global_train
306,1,TLR,global_train
307,1,TLR,global_train
308,1,TLR,global_train
309,1,TLR,global_train
310,1,TLR,global_train
311,1,TLR,global_train
312,1,TLR,global_train
313,1,TLR,global_train
314,1,TLR,global_train
315,1,TLR,global_train
316,1,TLR,global_train
317,1,TLR,global_train
318,1,TLR,global_train
319,1,TLR,global_train
320,1,TLR,global_train
321,1,TLR,global_train
322,1,TLR,global_train
323,1,TLR,global_train
324,1,TLR,global_train
325,1,TLR,global_train
326,1,TLR,global_train
327,1,TLR,global_train
328,1,TLR,global_train
329,1,TLR,global_train
330,1,TLR,global_train
331,1,TLR,global_train
332,1,TLR,global_train
333,1,TLR,global_train
334,1,TLR,global_train
335,1,TLR,global_train
336,1,TLR,global_train
337,1,TUP,global_train
338,1,TUP,global_train
339,1,TUP,global_train
340,1,TUP,global_train
341,1,TUP,global_train
342,1,TUP,global_train
343,1,TUP,global_train
344,1,TUP,global_train
345,1,TUP,global_train
346,1,TUP,global_train
347,1,TUP,global_train
348,1,TUP,global_train
349,1,TUP,global_train
350,1,TUP,global_train
351,1,TUP,global_train
352,1,TUP,global_train
353,1,TUP,global_train
354,1,TUP,global_train
355,1,TUP,global_train
356,1,TUP,global_train
357,1,TUP,global_train
358,1,TUP,global_train
359,1,TUP,global_train
360,1,TUP,global_train
361,1,TUP,global_train
362,1,TUP,global_train
363,1,TUP,global_train
364,1,TUP,global_train
365,1,TUP,global_train
366,1,TUP,global_train
367,1,TUP,global_train
368,1,TUP,global_train
369,1,TUP,global_train
370,1,TUP,global_train
371,1,TUP,global_train
372,1,TUP,global_train
373,1,TUP,global_train
374,1,TUP,global_train
375,1,TUP,global_train
376,1,TUP,global_train
377,1,TUP,global_train
378,1,TUP,global_train
379,1,TUP,global_train
380,1,TUP,global_train
381,1,TUP,global_train
382,1,TUP,global_train
383,1,TUP,global_train
384,1,TUP,global_train
385,1,TUP,global_train
386,1,TUP,global_train
387,1,TUP,global_train
388,1,TUP,global_train
389,1,TUP,global_train
390,1,TUP,global_train
391,1,TUP,global_train
392,1,TUP,global_train
393,1,TUP,global_train
394,1,TUP,global_train
395,1,TUP,global_train
396,1,TUP,global_train
397,1,TUP,global_train
398,1,TUP,global_train
399,1,TUP,global_train
400,1,TUP,global_train
401,1,TUP,global_train
402,1,TUP,global_train
403,1,TUP,global_train
404,1,TUP,global_train
405,1,TUP,global_train
406,1,TUP,global_train
407,1,TUP,global_train
408,1,TUP,global_train
409,1,TUP,global_train
410,1,TUP,global_train
411,1,TUP,global_train
412,1,TUP,global_train
413,1,TUP,global_train
414,1,TUP,global_train
415,1,TUP,global_train
416,1,TUP,global_train
417,1,TUP,global_train
418,1,TUP,global_train
419,1,TUP,global_train
420,1,TUP,global_train
421,1,TUP,global_train
422,1,TUP,global_train
423,1,TUP,global_train
424,1,TUP,global_train
425,1,TUP,global_train
426,1,TUP,global_train
427,1,TUP,global_train
428,1,TUP,global_train
429,1,TUP,global_train
430,1,TUP,global_train
431,1,TUP,global_train
432,1,TUP,global_train
433,1,TUP,global_train
434,1,TUP,global_train
435,1,TUP,global_train
436,1,TUP,global_train
437,1,TUP,global_train
438,1,TUP,global_train
439,1,TUP,global_train
440,1,TUP,global_train
441,1,TUP,global_train
442,1,TUP,global_train
443,1,TUP,global_train
444,1,TUP,global_train
445,1,TUP,global_train
446,1,TUP,global_train
447,1,TUP,global_train
448,1,TUP,global_train
449,1,TUP,global_train
450,1,TUP,global_train
451,1,TUP,global_train
452,1,TUP,global_train
453,1,TUP,global_train
454,1,TUP,global_train
455,1,TUP,global_train
456,1,TUP,global_train
457,1,TUP,global_train
458,1,TUP,global_train
459,1,TUP,global_train
460,1,TUP,global_train
461,1,TUP,global_train
462,1,TUP,global_train
463,1,TUP,global_train
464,1,TUP,global_train
465,1,TUP,global_train
466,1,TUP,global_train
467,1,TUP,global_train
468,1,TUP,global_train
469,1,TUP,global_train
470,1,TUP,global_train
471,1,TUP,global_train
472,1,TUP,global_train
473,1,TUP,global_train
474,1,TUP,global_train
475,1,TUP,global_train
476,1,TUP,global_train
477,1,TUP,global_train
478,1,TUP,global_train
479,1,TUP,global_train
480,1,TUP,global_train
481,1,TUP,global_train
482,1,TUP,global_train
483,1,TUP,global_train
484,1,TUP,global_train
485,1,TUP,global_train
486,1,TUP,global_train
487,1,TUP,global_train
488,1,TUP,global_train
489,1,TUP,global_train
490,1,TUP,global_train
491,1,TUP,global_train
492,1,TUP,global_train
493,1,TUP,global_train
494,1,TUP,global_train
495,1,TUP,global_train
496,1,TUP,global_train
497,1,TUP,global_train
498,1,TUP,global_train
499,1,TUP,global_train
500,1,TUP,global_train
501,1,TUP,global_train
502,1,TUP,global_train
503,1,TUP,global_train
504,1,TUP,global_train
505,1,TUP,global_train
506,1,TUP,global_train
507,1,TUP,global_train
508,1,TUP,global_train
509,1,TUP,global_train
510,1,TUP,global_train
511,1,TUP,global_train
512,1,TUP,global_train
513,1,TUP,global_train
514,1,TUP,global_train
515,1,TUP,global_train
516,1,TUP,global_train
517,1,TUP,global_train
518,1,TUP,global_train
519,1,TUP,global_train
520,1,TUP,global_train
521,1,TUP,global_train
522,1,TUP,global_train
523,1,TUP,global_train
524,1,TUP,global_train
525,1,TUP,global_train
526,1,TUP,global_train
527,1,TUP,global_train
528,1,TUP,global_train
529,1,TUP,global_train
530,1,TUP,global_train
531,1,TUP,global_train
532,1,TUP,global_train
533,1,TUP,global_train
534,1,TUP,global_train
535,1,TUP,global_train
536,1,TUP,global_train
537,1,TUP,global_train
538,1,TUP,global_train
539,1,TUP,global_train
540,2,TLB,global_train
541,2,TLB,global_train
542,2,TLB,global_train
543,2,TLB,global_train
544,2,TLB,global_train
545,2,TLB,global_train
546,2,TLB,global_train
547,2,TLB,global_train
548,2,TLB,global_train
549,2,TLB,global_train
550,2,TLB,global_train
551,2,TLB,global_train
552,2,TLF,global_train
553,2,TLF,global_train
554,2,TLF,global_train
555,2,TLF,global_train
556,2,TLF,global_train
557,2,TLF,global_train
558,2,TLF,global_train
559,2,TLF,global_train
560,2,TLF,global_train
561,2,TLF,global_train
562,2,TLF,global_train
563,2,TLF,global_train
564,2,TLF,global_train
565,2,TLF,global_train
566,2,TLF,global_train
567,2,TLF,global_train
568,2,TLF,global_train
569,2,TLF,global_train
570,2,TLF,global_train
571,2,TLF,global_train
572,2,TLF,global_train
573,2,TLF,global_train
574,2,TLF,global_train
575,2,TLF,global_train
576,2,TLF,global_train
577,2,TLF,global_train
578,2,TLF,global_train
579,2,TLF,global_train
580,2,TLF,global_train
581,2,TLF,global_train
582,2,TLF,global_train
583,2,TLF,global_train
584,2,TLF,global_train
585,2,TLF,global_train
586,2,TLF,global_train
587,2,TLF,global_train
588,2,TLF,global_train
589,2,TLF,global_train
590,2,TLF,global_train
591,2,TLF,global_train
592,2,TLF,global_train
593,2,TLF,global_train
594,2,TLF,global_train
595,2,TLF,global_train
596,2,TLF,global_train
597,2,TLF,global_train
598,2,TLF,global_train
599,2,TLF,global_train
600,2,TLF,global_train
601,2,TLF,global_train
602,2,TLF,global_train
603,2,TLF,global_train
604,2,TLF,global_train
605,2,TLF,global_train
606,2,TLF,global_train
607,2,TLF,global_train
608,2,TLF,global_train
609,2,TLF,global_train
610,2,TLF,global_train
611,2,TLF,global_train
612,2,TLF,global_train
613,2,TLF,global_train
614,2,TLF,global_train
615,2,TLF,global_train
616,2,TLF,global_train
617,2,TLF,global_train
618,2,TLF,global_train
619,2,TLF,global_train
620,2,TLF,global_train
621,2,TLF,global_train
622,2,TLF,global_train
623,2,TLF,global_train
624,2,TLF,global_train
625,2,TLF,global_train
626,2,TLF,global_train
627,2,TLF,global_train
628,2,TLF,global_train
629,2,TLF,global_train
630,2,TLF,global_train
631,2,TLF,global_train
632,2,TLF,global_train
633,2,TLF,global_train
634,2,TLF,global_train
635,2,TLF,global_train
636,2,TLF,global_train
637,2,TLF,global_train
638,2,TLF,global_train
639,2,TLF,global_train
640,2,TLF,global_train
641,2,TLF,global_train
642,2,TLF,global_train
643,2,TLF,global_train
644,2,TLF,global_train
645,2,TLF,global_train
646,2,TLF,global_train
647,2,TLF,global_train
648,2,TLF,global_train
649,2,TLF,global_train
650,2,TLF,global_train
651,2,TLF,global_train
652,2,TLF,global_train
653,2,TLF,global_train
654,2,TLF,global_train
655,2,TLF,global_train
656,2,TLF,global_train
657,2,TLF,global_train
658,2,TLF,global_train
659,2,TLF,global_train
660,2,TLF,global_train
661,2,TLF,global_train
662,2,TLF,global_train
663,2,TLF,global_train
664,2,TLF,global_train
665,2,TLF,global_train
666,2,TLF,global_train
667,2,TLF,global_train
668,2,TLF,global_train
669,2,TLF,global_train
670,2,TLF,global_train
671,2,TLF,global_train
672,2,TLF,global_train
673,2,TLF,global_train
674,2,TLF,global_train
675,2,TLF,global_train
676,2,TLF,global_train
677,2,TLF,global_train
678,2,TLF,global_train
679,2,TLF,global_train
680,2,TLF,global_train
681,2,TLF,global_train
682,2,TLF,global_train
683,2,TLF,global_train
684,2,TLF,global_train
685,2,TLF,global_train
686,2,TLF,global_train
687,2,TLF,global_train
688,2,TLF,global_train
689,2,TLF,global_train
690,2,TLF,global_train
691,2,TLF,global_train
692,2,TLF,global_train
693,2,TLF,global_train
694,2,TLL,global_train
695,2,TLL,global_train
696,2,TLL,global_train
697,2,TLL,global_train
698,2,TLL,global_train
699,2,TLL,global_train
700,2,TLL,global_train
701,2,TLL,global_train
702,2,TLL,global_train
703,2,TLL,global_train
704,2,TLL,global_train
705,2,TLL,global_train
706,2,TLL,global_train
707,2,TLL,global_train
708,2,TLL,global_train
709,2,TLL,global_train
710,2,TLL,global_train
711,2,TLL,global_train
712,2,TLL,global_train
713,2,TLL,global_train
714,2,TLL,global_train
715,2,TLL,global_train
716,2,TLL,global_train
717,2,TLL,global_train
718,2,TLL,global_train
719,2,TLL,global_train
720,2,TLL,global_train
721,2,TLL,global_train
722,2,TLL,global_train
723,2,TLL,global_train
724,2,TLR,global_train
725,2,TLR,global_train
726,2,TLR,global_train
727,2,TLR,global_train
728,2,TLR,global_train
729,2,TLR,global_train
730,2,TLR,global_train
731,2,TLR,global_train
732,2,TLR,global_train
733,2,TLR,global_train
734,2,TLR,global_train
735,2,TLR,global_train
736,2,TLR,global_train
737,2,TLR,global_train
738,2,TLR,global_train
739,2,TLR,global_train
740,2,TLR,global_train
741,2,TLR,global_train
742,2,TLR,global_train
743,2,TLR,global_train
744,2,TLR,global_train
745,2,TLR,global_train
746,2,TLR,global_train
747,2,TLR,global_train
748,2,TLR,global_train
749,2,TLR,global_train
750,2,TLR,global_train
751,2,TLR,global_train
752,2,TLR,global_train
753,2,TLR,global_train
754,2,TUP,global_train
755,2,TUP,global_train
756,2,TUP,global_train
757,2,TUP,global_train
758,2,TUP,global_train
759,2,TUP,global_train
760,2,TUP,global_train
761,2,TUP,global_train
762,2,TUP,global_train
763,2,TUP,global_train
764,2,TUP,global_train
765,2,TUP,global_train
766,2,TUP,global_train
767,2,TUP,global_train
768,2,TUP,global_train
769,2,TUP,global_train
770,2,TUP,global_train
771,2,TUP,global_train
772,2,TUP,global_train
773,2,TUP,global_train
774,2,TUP,global_train
775,2,TUP,global_train
776,2,TUP,global_train
777,2,TUP,global_train
778,2,TUP,global_train
779,2,TUP,global_train
780,2,TUP,global_train
781,2,TUP,global_train
782,2,TUP,global_train
783,2,TUP,global_train
784,2,TUP,global_train
785,2,TUP,global_train
786,2,TUP,global_train
787,2,TUP,global_train
788,2,TUP,global_train
789,2,TUP,global_train
790,2,TUP,global_train
791,2,TUP,global_train
792,2,TUP,global_train
793,2,TUP,global_train
794,2,TUP,global_train
795,2,TUP,global_train
796,2,TUP,global_train
797,2,TUP,global_train
798,2,TUP,global_train
799,2,TUP,global_train
800,2,TUP,global_train
801,2,TUP,global_train
802,2,TUP,global_train
803,2,TUP,global_train
804,2,TUP,global_train
805,2,TUP,global_train
806,2,TUP,global_train
807,2,TUP,global_train
808,2,TUP,global_train
809,2,TUP,global_train
810,2,TUP,global_train
811,2,TUP,global_train
812,2,TUP,global_train
813,2,TUP,global_train
814,2,TUP,global_train
815,2,TUP,global_train
816,2,TUP,global_train
817,2,TUP,global_train
818,2,TUP,global_train
819,2,TUP,global_train
820,2,TUP,global_train
821,2,TUP,global_train
822,2,TUP,global_train
823,2,TUP,global_train
824,2,TUP,global_train
825,2,TUP,global_train
826,2,TUP,global_train
827,2,TUP,global_train
828,2,TUP,global_train
829,2,TUP,global_train
830,2,TUP,global_train
831,2,TUP,global_train
832,2,TUP,global_train
833,2,TUP,global_train
834,2,TUP,global_train
835,2,TUP,global_train
836,2,TUP,global_train
837,2,TUP,global_train
838,2,TUP,global_train
839,2,TUP,global_train
840,2,TUP,global_train
841,2,TUP,global_train
842,2,TUP,global_train
843,2,TUP,global_train
844,2,TUP,global_train
845,2,TUP,global_train
846,2,TUP,global_train
847,2,TUP,global_train
848,2,TUP,global_train
849,2,TUP,global_train
850,2,TUP,global_train
851,2,TUP,global_train
852,2,TUP,global_train
853,2,TUP,global_train
854,2,TUP,global_train
855,2,TUP,global_train
856,2,TUP,global_train
857,2,TUP,global_train
858,2,TUP,global_train
859,2,TUP,global_train
860,2,TUP,global_train
861,2,TUP,global_train
862,2,TUP,global_train
863,2,TUP,global_train
864,2,TUP,global_train
865,2,TUP,global_train
866,2,TUP,global_train
867,2,TUP,global_train
868,2,TUP,global_train
869,2,TUP,global_train
870,2,TUP,global_train
871,2,TUP,global_train
872,2,TUP,global_train
873,2,TUP,global_train
874,2,TUP,global_train
875,2,TUP,global_train
876,2,TUP,global_train
877,2,TUP,global_train
878,2,TUP,global_train
879,2,TUP,global_train
880,2,TUP,global_train
881,2,TUP,global_train
882,2,TUP,global_train
883,2,TUP,global_train
884,2,TUP,global_train
885,2,TUP,global_train
886,2,TUP,global_train
887,2,TUP,global_train
888,2,TUP,global_train
889,2,TUP,global_train
890,2,TUP,global_train
891,2,TUP,global_train
892,2,TUP,global_train
893,2,TUP,global_train
894,2,TUP,global_train
895,2,TUP,global_train
896,2,TUP,global_train
897,2,TUP,global_train
898,2,TUP,global_train
899,2,TUP,global_train
900,2,TUP,global_train
901,2,TUP,global_train
902,2,TUP,global_train
903,2,TUP,global_train
904,2,TUP,global_train
905,2,TUP,global_train
906,2,TUP,global_train
907,2,TUP,global_train
908,2,TUP,global_train
909,2,TUP,global_train
910,2,TUP,global_train
911,2,TUP,global_train
912,2,TUP,global_train
913,2,TUP,global_train
914,2,TUP,global_train
915,2,TUP,global_train
916,2,TUP,global_train
917,2,TUP,global_train
918,2,TUP,global_train
919,2,TUP,global_train
920,2,TUP,global_train
921,2,TUP,global_train
922,2,TUP,global_train
923,2,TUP,global_train
924,2,TUP,global_train
925,2,TUP,global_train
926,2,TUP,global_train
927,2,TUP,global_train
928,2,TUP,global_train
929,2,TUP,global_train
930,2,TUP,global_train
931,2,TUP,global_train
932,2,TUP,global_train
933,2,TUP,global_train
934,2,TUP,global_train
935,2,TUP,global_train
936,2,TUP,global_train
937,2,TUP,global_train
938,2,TUP,global_train
939,2,TUP,global_train
940,2,TUP,global_train
941,2,TUP,global_train
942,2,TUP,global_train
943,2,TUP,global_train
944,2,TUP,global_train
945,2,TUP,global_train
946,2,TUP,global_train
947,2,TUP,global_train
948,2,TUP,global_train
949,2,TUP,global_train
950,2,TUP,global_train
951,2,TUP,global_train
952,2,TUP,global_train
953,2,TUP,global_train
954,2,TUP,global_train
955,2,TUP,global_train
956,2,TUP,global_train
957,2,TUP,global_train
958,2,TUP,global_train
959,2,TUP,global_train
960,2,TUP,global_train
961,2,TUP,global_train
962,2,TUP,global_train
963,2,TUP,global_train
964,2,TUP,global_train
965,2,TUP,global_train
966,2,TUP,global_train
967,2,TUP,global_train
968,2,TUP,global_train
969,2,TUP,global_train
970,2,TUP,global_train
971,2,TUP,global_train
972,2,TUP,global_train
973,2,TUP,global_train
974,2,TUP,global_train
975,2,TUP,global_train
976,2,TUP,global_train
977,2,TUP,global_train
978,2,TUP,global_train
979,2,TUP,global_train
980,2,TUP,global_train
981,2,TUP,global_train
982,2,TUP,global_train
983,2,TUP,global_train
984,2,TUP,global_train
985,2,TUP,global_train
986,2,TUP,global_train
987,2,TUP,global_train
988,2,TUP,global_train
989,2,TUP,global_train
990,3,TLB,global_val
991,3,TLB,global_val
992,3,TLB,global_val
993,3,TLB,global_val
994,3,TLB,global_val
995,3,TLB,global_val
996,3,TLB,global_val
997,3,TLB,global_val
998,3,TLB,global_val
999,3,TLB,global_val
1000,3,TLB,global_val
1001,3,TLF,global_val
1002,3,TLF,global_val
1003,3,TLF,global_val
1004,3,TLF,global_val
1005,3,TLF,global_val
1006,3,TLF,global_val
1007,3,TLF,global_val
1008,3,TLF,global_val
1009,3,TLF,global_val
1010,3,TLF,global_val
1011,3,TLF,global_val
1012,3,TLF,global_val
1013,3,TLF,global_val
1014,3,TLF,global_val
1015,3,TLF,global_val
1016,3,TLF,global_val
1017,3,TLF,global_val
1018,3,TLF,global_val
1019,3,TLF,global_val
1020,3,TLF,global_val
1021,3,TLF,global_val
1022,3,TLF,global_val
1023,3,TLF,global_val
1024,3,TLF,global_val
1025,3,TLF,global_val
1026,3,TLF,global_val
1027,3,TLF,global_val
1028,3,TLF,global_val
1029,3,TLF,global_val
1030,3,TLF,global_val
1031,3,TLF,global_val
1032,3,TLF,global_val
1033,3,TLF,global_val
1034,3,TLF,global_val
1035,3,TLF,global_val
1036,3,TLF,global_val
1037,3,TLF,global_val
1038,3,TLF,global_val
1039,3,TLF,global_val
1040,3,TLF,global_val
1041,3,TLF,global_val
1042,3,TLF,global_val
1043,3,TLF,global_val
1044,3,TLF,global_val
1045,3,TLF,global_val
1046,3,TLF,global_val
1047,3,TLF,global_val
1048,3,TLF,global_val
1049,3,TLF,global_val
1050,3,TLF,global_val
1051,3,TLF,global_val
1052,3,TLF,global_val
1053,3,TLF,global_val
1054,3,TLF,global_val
1055,3,TLF,global_val
1056,3,TLF,global_val
1057,3,TLF,global_val
1058,3,TLF,global_val
1059,3,TLF,global_val
1060,3,TLF,global_val
1061,3,TLF,global_val
1062,3,TLF,global_val
1063,3,TLF,global_val
1064,3,TLF,global_val
1065,3,TLF,global_val
1066,3,TLF,global_val
1067,3,TLF,global_val
1068,3,TLF,global_val
1069,3,TLF,global_val
1070,3,TLF,global_val
1071,3,TLF,global_val
1072,3,TLF,global_val
1073,3,TLF,global_val
1074,3,TLF,global_val
1075,3,TLF,global_val
1076,3,TLF,global_val
1077,3,TLF,global_val
1078,3,TLF,global_val
1079,3,TLF,global_val
1080,3,TLF,global_val
1081,3,TLF,global_val
1082,3,TLF,global_val
1083,3,TLF,global_val
1084,3,TLF,global_val
1085,3,TLF,global_val
1086,3,TLF,global_val
1087,3,TLF,global_val
1088,3,TLF,global_val
1089,3,TLF,global_val
1090,3,TLF,global_val
1091,3,TLF,global_val
1092,3,TLF,global_val
1093,3,TLF,global_val
1094,3,TLF,global_val
1095,3,TLF,global_val
1096,3,TLF,global_val
1097,3,TLF,global_val
1098,3,TLF,global_val
1099,3,TLF,global_val
1100,3,TLF,global_val
1101,3,TLF,global_val
1102,3,TLF,global_val
1103,3,TLF,global_val
1104,3,TLF,global_val
1105,3,TLF,global_val
1106,3,TLF,global_val
1107,3,TLF,global_val
1108,3,TLF,global_val
1109,3,TLF,global_val
1110,3,TLF,global_val
1111,3,TLF,global_val
1112,3,TLF,global_val
1113,3,TLF,global_val
1114,3,TLF,global_val
1115,3,TLF,global_val
1116,3,TLF,global_val
1117,3,TLF,global_val
1118,3,TLF,global_val
1119,3,TLF,global_val
1120,3,TLF,global_val
1121,3,TLF,global_val
1122,3,TLF,global_val
1123,3,TLF,global_val
1124,3,TLF,global_val
1125,3,TLF,global_val
1126,3,TLF,global_val
1127,3,TLF,global_val
1128,3,TLF,global_val
1129,3,TLF,global_val
1130,3,TLF,global_val
1131,3,TLF,global_val
1132,3,TLF,global_val
1133,3,TLF,global_val
1134,3,TLF,global_val
1135,3,TLF,global_val
1136,3,TLF,global_val
1137,3,TLF,global_val
1138,3,TLF,global_val
1139,3,TLF,global_val
1140,3,TLF,global_val
1141,3,TLF,global_val
1142,3,TLF,global_val
1143,3,TLF,global_val
1144,3,TLF,global_val
1145,3,TLF,global_val
1146,3,TLF,global_val
1147,3,TLF,global_val
1148,3,TLF,global_val
1149,3,TLF,global_val
1150,3,TLF,global_val
